months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,fraud_reported,bind_year,bind_month,bind_quarter,bind_day_of_week,incident_year,incident_month,incident_quarter,incident_day_of_week,policy_duration_days,is_weekend_incident,is_night_incident,deductable_premium_ratio,umbrella_limit_ratio,capital_net,capital_total,has_capital_gains,has_capital_loss,claim_ratio_injury,claim_ratio_property,claim_ratio_vehicle,claim_consistency,age_group,is_senior,vehicle_age,vehicle_age_sq,total_injuries_and_damage,has_bodily_injuries,has_witnesses,witness_ratio,report_completeness,authorities_contacted_binary,police_report_available_binary,property_damage_binary,policy_csl_encoded,incident_severity_encoded,is_high_risk_state,collision_type_is_collision,is_high_risk_occupation,education_level_encoded,outlier_count,age_is_outlier,policy_annual_premium_is_outlier,total_claim_amount_is_outlier,injury_claim_is_outlier,property_claim_is_outlier,vehicle_claim_is_outlier
98,31,500,671.92,0,0,-26400,3,1,2,0,64080,7120,7120,49840,1997,0,1990,2,1,3,2015,1,1,5,9123,1,1,0.7430303750817334,0.0,26400,-26400,0,0,0.11110937719448823,0.11110937719448823,0.7777656403614176,0.999984394750394,25-35,0,27,729,3,1,0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
276,45,500,948.1,0,44500,-61400,11,3,0,2,69300,13860,6930,48510,2010,0,2000,3,1,2,2015,1,1,1,5403,0,0,0.5268148772521336,0.0,105900,-16900,1,0,0.19999711403875847,0.09999855701937924,0.6999898991356546,0.9999855701937923,35-45,0,14,196,3,0,1,0.5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
272,41,2000,1608.34,0,33300,-10600,19,1,1,1,71060,6460,12920,51680,2010,0,1991,5,2,0,2015,2,1,0,8687,0,0,1.2427454732996135,0.0,43900,22700,1,0,0.09090781159848581,0.18181562319697162,0.7272624927878865,0.9999859275833439,35-45,0,14,196,2,1,1,0.5,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,0,0
214,41,500,1398.51,0,0,-57100,13,3,2,0,64000,12800,6400,44800,1996,1,2004,10,4,6,2015,2,1,6,3752,1,0,0.357267900908175,0.0,57100,-57100,0,0,0.19999687504882735,0.09999843752441367,0.6999890626708958,0.9999843752441369,35-45,0,28,784,5,1,0,0.0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
80,26,1000,1343.0,0,64600,0,12,1,0,0,90400,9040,9040,72320,1995,0,2001,5,2,1,2015,1,1,5,4988,1,0,0.7440476190476191,0.0,64600,64600,1,0,0.09999889381754627,0.09999889381754627,0.7999911505403702,0.9999889381754626,25-35,0,29,841,1,0,0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
472,64,500,989.24,0,0,0,13,1,2,3,70900,14180,7090,49630,2002,0,2012,8,3,5,2015,2,1,5,910,1,0,0.5049280982388108,0.0,0,0,0,0,0.199997179165315,0.0999985895826575,0.6999901270786025,0.999985895826575,55-65,0,22,484,3,1,1,1.5,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
405,58,500,1237.88,0,0,-46900,11,1,0,0,63580,5780,5780,52020,1997,1,2012,4,2,1,2015,1,1,1,994,0,0,0.4035903396616298,0.0,46900,-46900,0,0,0.09090766109372296,0.09090766109372296,0.8181689498435067,0.9999842720309526,55-65,0,27,729,1,0,0,0.0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
249,43,2000,1148.58,0,0,-71200,4,3,2,1,57100,5710,5710,45680,2014,0,1990,9,3,6,2015,2,1,0,8919,0,1,1.739765827519616,0.0,71200,-71200,0,0,0.09999824871718534,0.09999824871718534,0.7999859897374827,0.9999824871718533,35-45,0,10,100,5,1,1,0.25,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0
156,38,500,1367.99,0,26500,0,23,3,0,3,55200,11040,5520,38640,1998,1,2009,9,3,2,2015,2,1,1,1980,0,1,0.36523276283975775,0.0,26500,26500,1,0,0.1999963768772305,0.09999818843861524,0.6999873190703066,0.9999818843861524,35-45,0,26,676,3,0,1,0.75,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
315,44,1000,974.16,0,0,-56800,12,3,1,0,26730,4860,4860,17010,2006,0,1993,5,2,2,2015,2,1,5,7948,1,0,1.0254727429344928,0.0,56800,-56800,0,0,0.1818113800456399,0.1818113800456399,0.6363398301597396,0.9999625902510194,35-45,0,18,324,4,1,0,0.0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0
305,49,2000,1347.92,0,0,-42100,21,3,0,2,66550,12100,6050,48400,2003,0,2009,8,3,6,2015,2,1,1,2004,0,0,1.4826676155739404,0.0,42100,-42100,0,0,0.1818154498054124,0.0909077249027062,0.7272617992216496,0.9999849739297682,45-55,0,21,441,3,0,1,0.5,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0
29,25,2000,1352.83,0,0,-71700,4,4,1,2,64890,7210,7210,50470,2013,1,2014,11,4,5,2015,1,1,3,82,0,1,1.4772903540326334,0.0,71700,-71700,0,0,0.1111093988380515,0.1111093988380515,0.7777657918663605,0.9999845895424635,18-25,0,11,121,5,1,1,0.4,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
219,43,1000,1114.29,0,51300,0,1,1,2,2,66660,6060,6060,54540,2006,0,2002,6,2,3,2015,1,1,3,4585,0,1,0.8966277829084812,0.0,51300,51300,1,0,0.09090772715680832,0.09090772715680832,0.818169544411275,0.9999849987248917,35-45,0,18,324,3,1,1,1.0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
259,43,2000,1537.13,0,0,-58300,3,3,0,2,57060,6340,6340,44380,2012,0,1992,2,1,4,2015,1,1,4,8358,0,1,1.300280210385338,0.0,58300,-58300,0,0,0.11110916387725417,0.11110916387725417,0.7777641471407791,0.9999824748952875,35-45,0,12,144,3,0,1,0.5,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
109,29,2000,1007.28,0,0,0,17,3,1,3,91080,16560,16560,57960,1995,0,2006,10,4,6,2015,2,1,5,3065,1,0,1.9835759907962074,0.0,0,0,0,0,0.18181618559304355,0.18181618559304355,0.6363566495756524,0.9999890207617396,25-35,0,29,841,4,1,1,0.75,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
265,45,500,972.5,0,0,0,3,1,2,3,3190,290,580,2320,1995,0,1998,10,4,2,2015,1,1,0,5927,0,1,0.5136106831022085,0.0,0,0,0,0,0.09088060169225948,0.18176120338451895,0.7270448135380758,0.9996866186148543,35-45,0,29,841,3,1,1,1.5,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0
128,35,1000,1074.99,0,0,-48800,16,1,2,0,7590,1380,690,5520,2012,0,2001,4,2,1,2015,1,1,4,5022,0,0,0.9293766670693966,0.0,48800,-48800,0,0,0.18179423000922146,0.09089711500461073,0.7271769200368858,0.9998682650507179,25-35,0,12,144,3,1,0,0.0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
246,45,1000,1665.45,0,34400,-33100,9,3,2,2,53280,11840,5920,35520,2006,1,1999,2,1,2,2015,1,1,3,5839,0,0,0.6000780101413183,0.0,67500,1300,1,0,0.22221805146299806,0.11110902573149903,0.6666541543889942,0.9999812315834913,35-45,0,18,324,5,1,1,0.5,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
186,37,2000,1628.0,0,0,0,22,1,1,2,55600,11120,5560,38920,2009,0,2009,2,1,4,2015,1,1,2,2168,0,1,1.2277470841006752,0.0,0,0,0,0,0.19999640294239313,0.09999820147119656,0.699987410298376,0.9999820147119656,35-45,0,15,225,2,1,1,1.0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0
222,38,2000,1157.97,0,0,-64500,20,1,2,2,60480,6720,6720,47040,2001,0,2008,6,2,1,2015,2,1,6,2441,1,0,1.7256702071667083,0.0,64500,-64500,0,0,0.11110927398687191,0.11110927398687191,0.7777649179081034,0.9999834658818472,35-45,0,23,529,3,1,1,1.0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
168,39,1000,1389.59,0,0,-42600,23,3,1,3,41580,3780,7560,30240,2015,1,1994,6,2,0,2015,2,1,1,7561,0,1,0.7191192227759441,0.0,42600,-42600,0,0,0.09090690459584906,0.18181380919169812,0.7272552367667925,0.9999759505543397,35-45,0,9,81,4,1,1,0.75,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
161,38,2000,1133.85,0,60200,0,0,3,2,2,60480,5040,15120,40320,2003,0,2004,1,1,4,2015,1,1,5,4019,1,1,1.7623474467991367,0.0,60200,60200,1,0,0.08333195549015393,0.2499958664704618,0.6666556439212314,0.9999834658818472,35-45,0,21,441,5,1,1,0.5,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
231,37,500,920.81,0,0,0,14,1,2,0,71190,0,7910,63280,1997,1,1991,12,4,3,2015,2,1,4,8464,0,0,0.5424111259370152,0.0,0,0,0,0,0.0,0.11110955036451237,0.8888764029160989,0.9999859532806114,35-45,0,27,729,3,1,0,0.0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0
199,38,1000,1281.25,0,0,-53100,6,1,0,2,44440,8080,4040,32320,2007,1,1991,9,3,3,2015,2,1,2,8532,0,0,0.7798791187365959,0.0,53100,-53100,0,0,0.1818140905920209,0.09090704529601044,0.7272563623680836,0.9999774982561148,35-45,0,17,289,1,0,1,1.0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
255,41,2000,1167.3,0,0,0,22,1,2,0,69300,13860,13860,41580,2000,0,2013,1,1,1,2015,2,1,6,775,1,1,1.7118890695882907,0.0,0,0,0,0,0.19999711403875847,0.19999711403875847,0.5999913421162754,0.9999855701937923,35-45,0,24,576,3,1,0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
27,32,500,1008.38,0,37900,0,11,1,1,0,61500,12300,6150,43050,2013,0,2014,8,3,2,2015,2,1,6,158,1,0,0.4953535833878222,0.0,37900,37900,1,0,0.19999674802035738,0.09999837401017869,0.6999886180712509,0.9999837401017869,25-35,0,11,121,2,1,0,0.0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0
191,38,2000,1253.44,0,0,0,19,3,2,0,56320,10240,5120,40960,2007,0,2005,11,4,6,2015,2,1,5,3366,1,0,1.5943369152769362,0.0,0,0,0,0,0.18181495356971644,0.09090747678485822,0.7272598142788658,0.9999822446334404,35-45,0,17,289,5,1,0,0.0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
40,39,1000,1248.25,0,0,-33300,8,1,0,2,8760,1460,1460,5840,2013,0,2001,3,1,2,2015,2,1,6,5058,1,0,0.8004802881729037,0.0,33300,-33300,0,0,0.16664764296313206,0.16664764296313206,0.6665905718525282,0.9998858577787924,35-45,0,11,121,1,0,1,1.0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0
126,34,2000,1078.22,0,54500,0,2,3,0,1,58410,10620,5310,42480,2007,0,2007,11,4,2,2015,2,1,0,2658,0,1,1.8531902670447173,0.0,54500,54500,1,0,0.18181506907945422,0.09090753453972711,0.7272602763178169,0.9999828799369982,25-35,0,17,289,3,0,1,0.25,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
95,32,2000,1356.64,0,67800,-48600,21,3,0,3,83160,15120,15120,52920,2003,0,1996,12,4,5,2015,2,1,0,6638,0,0,1.4731445744085323,0.0,116400,19200,1,0,0.18181599547864985,0.18181599547864985,0.6363559841752745,0.9999879751325742,25-35,0,21,441,3,0,1,0.75,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
110,33,1000,1183.48,0,0,0,19,1,2,3,55200,13800,9200,32200,2015,1,1995,4,2,6,2015,1,1,0,7225,0,0,0.8442523301364312,0.0,0,0,0,0,0.2499954710965381,0.16666364739769207,0.5833227658919222,0.9999818843861524,25-35,0,9,81,3,1,1,1.5,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
80,28,1000,1740.57,0,0,-18600,3,1,0,1,33480,3720,3720,26040,2011,0,2014,12,4,4,2015,1,1,1,46,0,1,0.5741945485969556,0.0,18600,-18600,0,0,0.11110779247931662,0.11110779247931662,0.7777545473552164,0.9999701323138497,25-35,0,13,169,1,0,1,0.5,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0
458,62,2000,1356.92,0,0,0,2,1,0,1,46980,5220,5220,36540,1998,0,2011,11,4,4,2015,2,1,3,1196,0,1,1.4728408153646753,0.0,0,0,0,0,0.11110874608884443,0.11110874608884443,0.7777612226219109,0.9999787147995999,55-65,0,26,676,1,0,1,0.5,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
169,36,500,1616.26,0,50700,-57600,0,3,2,3,77440,14080,7040,56320,2004,0,1998,12,4,4,2015,2,1,0,5904,0,1,0.3091648838158367,0.0,108300,-6900,1,0,0.18181583398974704,0.09090791699487352,0.7272633359589882,0.9999870869436087,35-45,0,20,400,5,1,1,0.75,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0
343,52,1000,1053.02,0,0,0,2,1,0,2,47630,12990,4330,30310,2005,1,2002,1,1,0,2015,2,1,0,4774,0,1,0.9487486005958141,0.0,0,0,0,0,0.27272154689173017,0.09090718229724339,0.6363502760807037,0.9999790052696773,45-55,0,19,361,1,0,1,1.0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
89,32,1000,988.93,0,27600,0,11,1,2,3,84590,15380,15380,53830,1999,0,1996,12,4,2,2015,1,1,4,6610,0,0,1.0101724364348994,0.0,27600,27600,1,0,0.18181603243843908,0.18181603243843908,0.6363561135345368,0.999988178411415,25-35,0,25,625,3,1,1,1.5,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0
146,31,1000,1457.65,0,0,0,0,3,1,3,52380,5820,5820,40740,2010,0,1990,9,3,4,2015,2,1,1,8901,0,1,0.6855654200802112,0.0,0,0,0,0,0.11110898990091828,0.11110898990091828,0.7777629293064279,0.9999809091082644,25-35,0,14,196,4,1,1,0.75,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0
273,41,1000,1403.9,0,0,0,16,2,1,2,44110,4010,8020,32080,2015,0,2010,2,1,2,2015,1,1,5,1809,1,0,0.7117944337675279,0.0,0,0,0,0,0.09090702999251887,0.18181405998503775,0.727256239940151,0.9999773299177076,35-45,0,9,81,3,1,1,0.6666666666666666,0,0,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0
234,41,500,951.56,0,59400,-78600,3,3,2,1,98280,15120,7560,75600,2007,1,1990,5,2,2,2015,2,1,6,9034,1,1,0.5249013185521122,0.0,138000,-19200,1,0,0.15384458847590074,0.07692229423795037,0.7692229423795036,0.9999898250933548,35-45,0,17,289,5,1,1,0.25,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
272,41,2000,945.73,0,38600,-42800,23,1,0,0,84100,16820,8410,58870,2009,1,1991,4,2,0,2015,2,1,2,8703,0,1,2.1125347247895387,0.0,81400,-4200,1,0,0.19999762190699277,0.09999881095349639,0.6999916766744747,0.9999881095349639,35-45,0,15,225,1,0,0,0.0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
192,40,1000,1405.99,0,0,0,18,3,1,0,42930,9540,4770,28620,2005,0,2004,4,2,3,2015,3,1,6,3972,1,0,0.7107371054520644,0.0,0,0,0,0,0.22221704595746664,0.11110852297873332,0.6666511378723999,0.9999767068085998,35-45,0,19,361,4,1,0,0.0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0
257,43,1000,974.84,0,52100,0,0,1,0,1,85320,21330,7110,56880,2006,0,1992,5,2,1,2015,2,1,3,8318,0,1,1.0247581570749302,0.0,52100,52100,1,0,0.24999706988900738,0.08333235662966913,0.6666588530373531,0.9999882795560295,35-45,0,18,324,1,0,1,0.5,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0
274,44,500,1395.58,0,0,0,7,1,2,1,5590,860,860,3870,2000,0,2006,8,3,3,2015,2,1,3,3101,0,0,0.35801744260980395,0.0,0,0,0,0,0.15381863709533178,0.15381863709533178,0.692183866928993,0.9998211411196566,35-45,0,24,576,3,1,1,0.5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
187,34,500,1232.57,0,59500,0,7,3,0,0,45100,8200,4100,32800,2011,0,2003,3,1,4,2015,2,1,6,4349,1,0,0.40532762632035474,0.0,59500,59500,1,0,0.18181415046229574,0.09090707523114787,0.727256601849183,0.9999778275426265,25-35,0,13,169,3,0,0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
465,63,500,1006.99,0,0,0,7,1,0,3,43560,4840,4840,33880,2015,0,2012,1,1,3,2015,2,1,3,1120,0,0,0.49603666703042687,0.0,0,0,0,0,0.11110856040954065,0.11110856040954065,0.7777599228667845,0.9999770436858658,55-65,0,9,81,1,0,1,1.5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
235,42,500,1072.62,0,39900,-60200,7,4,2,1,69100,6910,6910,55280,2006,0,1990,9,3,5,2015,2,1,2,8915,0,0,0.46571412604087115,0.0,100100,-20300,1,0,0.09999855284294004,0.09999855284294004,0.7999884227435203,0.9999855284294005,35-45,0,18,324,6,1,1,0.2,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
413,55,2000,1268.79,0,0,-31000,15,1,2,2,98160,8180,16360,73620,2011,1,1991,2,1,4,2015,1,1,0,8746,0,0,1.5750635931925752,0.0,31000,-31000,0,0,0.08333248438789335,0.1666649687757867,0.7499923594910403,0.9999898126547203,45-55,0,13,169,3,1,1,1.0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
137,34,1000,1333.35,0,0,-77000,0,3,0,0,78650,21450,7150,50050,2012,0,2000,6,2,6,2015,1,1,1,5336,0,1,0.7494285607224492,0.0,77000,-77000,0,0,0.2727238051645879,0.09090793505486262,0.6363555453840384,0.9999872856034888,25-35,0,12,144,3,0,0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
246,44,1000,1397.0,0,0,0,6,1,1,0,61740,6860,6860,48020,1997,0,1995,3,1,2,2015,1,1,5,7241,1,0,0.7153075822603719,0.0,0,0,0,0,0.11110931147859607,0.11110931147859607,0.7777651803501725,0.9999838033073646,35-45,0,27,729,2,1,0,0.0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
290,45,500,1085.03,0,0,-61000,23,3,2,2,64800,12960,6480,45360,2014,1,1998,2,1,6,2015,3,1,6,6237,1,1,0.46039243851458983,0.0,61000,-61000,0,0,0.1999969136278761,0.09999845681393806,0.6999891976975664,0.9999845681393805,35-45,0,10,100,5,1,1,0.5,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0
295,48,1000,1332.07,0,49700,-59100,20,2,2,1,86060,13240,13240,59580,2002,0,1992,2,1,5,2015,1,1,2,8376,0,0,0.7501481542604664,0.0,108800,-9400,1,0,0.15384436620536596,0.15384436620536596,0.6922996479241468,0.9999883803348788,45-55,0,22,484,4,1,1,0.3333333333333333,0,0,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0
16,32,1000,968.46,0,50800,-66200,0,3,0,2,59400,6600,13200,39600,1995,1,2002,7,3,6,2015,1,1,1,4566,0,1,1.0315020733191673,0.0,117000,-15400,1,0,0.11110924058517534,0.22221848117035067,0.666655443511052,0.999983165266578,25-35,0,29,841,3,0,1,0.5,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0
461,61,2000,1402.75,0,0,0,10,3,2,1,72100,7210,14420,50470,2006,0,2005,6,2,0,2015,2,1,2,3523,0,0,1.4247551202137132,0.0,0,0,0,0,0.09999861305668438,0.19999722611336876,0.6999902913967906,0.9999861305668437,55-65,0,18,324,5,1,1,0.25,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
257,44,1000,1280.88,0,59400,-32200,21,1,0,1,46980,0,5220,41760,2002,0,2006,7,3,2,2015,2,1,4,3131,0,0,0.7801042219240489,0.0,91600,27200,1,0,0.0,0.11110874608884443,0.8888699687107554,0.9999787147995999,35-45,0,22,484,1,0,1,0.5,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0
120,34,1000,1056.71,0,77900,0,3,1,2,1,3770,580,580,2610,2002,0,2001,10,4,5,2015,1,1,1,4833,0,1,0.9454387308430476,0.0,77900,77900,1,0,0.1538053566693185,0.1538053566693185,0.6921241050119332,0.9997348183505701,25-35,0,22,484,3,1,1,0.5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
101,33,1000,1313.64,0,12100,0,3,1,1,0,4290,780,390,3120,1997,0,1991,9,3,1,2015,2,1,1,8561,0,1,0.7606645165216332,0.0,12100,12100,1,0,0.1817758098345374,0.0908879049172687,0.7271032393381496,0.9997669540899558,25-35,0,27,729,2,1,0,0.0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
1,33,2000,1391.63,0,61200,0,23,1,0,3,69400,6940,6940,55520,2000,0,1995,12,4,2,2015,2,1,3,7022,0,1,1.4361316358257397,0.0,61200,61200,1,0,0.09999855909857207,0.09999855909857207,0.7999884727885765,0.9999855909857207,25-35,0,24,576,1,0,1,1.5,0,0,0,0,1,3,1,0,1,2,0,0,0,0,0,0,0
286,41,1000,999.43,0,25800,0,3,1,2,0,4100,820,410,2870,2009,0,2000,8,3,5,2015,1,1,3,5241,0,1,0.9995701848205272,0.0,25800,25800,1,0,0.1999512314069739,0.09997561570348695,0.6998293099244087,0.9997561570348695,35-45,0,15,225,3,1,0,0.0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
343,48,500,1451.54,0,0,0,13,4,2,3,65070,7230,14460,43380,2003,0,2009,11,4,1,2015,1,1,3,1892,0,0,0.3442245996667906,0.0,0,0,0,0,0.11110940357455702,0.22221880714911404,0.6666564214473422,0.9999846321710132,45-55,0,21,441,6,1,1,0.6,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
437,60,1000,1269.64,0,48800,0,10,1,1,3,84480,7680,15360,61440,2012,1,1998,1,1,0,2015,2,1,5,6235,1,0,0.7870049738714348,0.0,48800,48800,1,0,0.09090801481990034,0.18181602963980067,0.7272641185592027,0.9999881630189037,55-65,0,12,144,2,1,1,1.5,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0
143,34,500,1442.27,0,67900,0,10,1,2,3,58500,11700,5850,40950,1999,0,2014,3,1,2,2015,2,1,1,335,0,0,0.3464355248844638,0.0,67900,67900,1,0,0.1999965812550213,0.09999829062751064,0.6999880343925745,0.9999829062751064,25-35,0,25,625,3,1,1,1.5,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
380,56,1000,1570.86,0,66000,0,10,1,0,1,58160,7270,7270,43620,1996,1,2004,11,4,3,2015,1,1,0,3714,0,0,0.6361889735727101,0.0,66000,66000,1,0,0.12499785079348705,0.12499785079348705,0.7499871047609222,0.9999828063478964,55-65,0,28,784,1,0,1,0.5,0,0,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0
266,46,2000,1578.54,0,0,-41400,18,1,1,3,83490,7590,15180,60720,1996,0,2009,2,1,3,2015,1,1,2,2169,0,0,1.2661914228193019,0.0,41400,-41400,0,0,0.09090800206010229,0.18181600412020457,0.7272640164808183,0.9999880226611252,45-55,0,28,784,2,1,1,1.5,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0
19,29,500,1304.35,0,0,0,6,3,0,2,75400,11600,11600,52200,2005,1,2002,10,4,5,2015,2,1,6,4502,1,0,0.38303903167732795,0.0,0,0,0,0,0.1538441134732961,0.1538441134732961,0.6922985106298325,0.9999867375764248,25-35,0,19,361,3,0,1,0.5,0,0,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0
230,42,1000,1023.11,0,0,-45300,13,3,1,2,58850,10700,10700,37450,1999,0,2004,11,4,1,2015,2,1,4,3734,0,0,0.9764576070929879,0.0,45300,-45300,0,0,0.18181509235187168,0.18181509235187168,0.6363528232315508,0.9999830079352943,35-45,0,25,625,4,1,1,0.5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
259,45,2000,1175.07,0,30100,0,23,1,1,1,87780,7980,7980,71820,2011,0,2006,12,4,3,2015,1,1,5,2935,1,1,1.70057904716556,0.0,30100,30100,1,0,0.09090805527392032,0.09090805527392032,0.8181724974652829,0.9999886080131236,35-45,0,13,169,2,1,1,0.5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
186,38,2000,1218.56,0,39300,-60300,23,3,2,2,68760,11460,5730,51570,1998,1,2006,4,2,4,2015,3,1,6,3236,1,1,1.6399357145199909,0.0,99600,-21000,1,0,0.16666424281205916,0.08333212140602958,0.7499890926542663,0.999985456872355,35-45,0,26,676,5,1,1,0.5,0,0,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0
101,33,1000,1053.04,0,52000,-44500,20,3,1,3,54240,9040,9040,36160,2013,1,2012,6,2,5,2015,2,1,1,976,0,0,0.9487305984592616,0.0,96500,7500,1,0,0.16666359396028835,0.16666359396028835,0.6666543758411534,0.9999815637617301,25-35,0,11,121,4,1,1,0.75,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
189,36,2000,1388.58,0,0,-49400,17,3,1,3,79560,13260,13260,53040,2009,0,2007,4,2,5,2015,2,1,4,2848,0,0,1.4392838123749623,0.0,49400,-49400,0,0,0.16666457183796082,0.16666457183796082,0.6666582873518433,0.9999874310277649,35-45,0,15,225,4,1,1,0.75,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0
123,29,500,1209.63,0,64800,-44200,17,1,1,0,73260,16280,0,56980,2014,1,2012,8,3,6,2015,1,1,2,892,0,0,0.4130081032189851,0.0,109000,20600,1,0,0.22221918892726006,0.0,0.7777671612454102,0.9999863501726703,25-35,0,10,100,2,1,0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
279,43,2000,1281.25,0,0,0,13,1,0,1,57690,6410,12820,38460,2010,1,1995,4,2,0,2015,1,1,5,7208,1,0,1.5597582374731918,0.0,0,0,0,0,0.11110918514152987,0.22221837028305974,0.6666551108491793,0.9999826662737689,35-45,0,14,196,1,0,1,0.5,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0
270,45,1000,1038.09,0,0,-19700,18,3,1,1,89400,14900,7450,67050,1998,0,2010,1,1,1,2015,1,1,2,1828,0,0,0.9623805445149122,0.0,19700,-19700,0,0,0.1666648024071319,0.08333240120356596,0.7499916108320936,0.9999888144427914,35-45,0,26,676,4,1,1,0.25,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0
295,42,2000,1641.73,0,62400,0,16,3,0,0,59130,6570,6570,45990,2006,1,2007,4,2,1,2015,1,1,1,2828,0,0,1.217485527140796,0.0,62400,62400,1,0,0.11110923204410546,0.11110923204410546,0.7777646243087383,0.9999830883969492,35-45,0,18,324,3,0,0,0.0,0,0,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0
370,55,2000,1389.13,0,0,-53200,6,1,0,2,9000,900,1800,6300,2015,0,2012,12,4,5,2015,2,1,1,787,0,0,1.4387143648435756,0.0,53200,-53200,0,0,0.09998889012331963,0.19997778024663926,0.6999222308632375,0.9998889012331963,45-55,0,9,81,1,0,1,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
